ID,Query,Response,Context
68.4,Is there an option for online PhD studies?,"We have online PhD programs in select fields, including Education and Business. Please refer to our website for further information.",Information on online PhD programs
68.5,What fields offer online PhD programs?,"Our online PhD programs are available in various disciplines, particularly in Education and Business. Check our website for full details.",Information on online PhD programs
69.0,Do you offer executive education programs?,"We offer executive education programs for working professionals in areas like Leadership, Business Management, and Data Analytics.",Executive education programs offered
69.1,What types of programs are available for professionals?,"We provide executive education programs tailored for working professionals in Leadership, Business Management, and Data Analytics.",Executive education programs offered
69.2,Are there programs for executives?,"We have executive education programs designed for working professionals, focusing on Leadership, Business Management, and Data Analytics.",Executive education programs offered
69.3,Can you tell me about your executive education offerings?,"Our executive education programs cater to working professionals in areas like Leadership, Business Management, and Data Analytics.",Executive education programs offered
69.4,What executive programs do you provide?,"We offer a variety of executive education programs for professionals, especially in Leadership, Business Management, and Data Analytics.",Executive education programs offered
69.5,Is there an executive education program for busy professionals?,"We offer executive education programs aimed at busy professionals in areas such as Leadership, Business Management, and Data Analytics.",Executive education programs offered
70.0,How can I contact the admissions office?,You can contact the admissions office via email at admissions@university.edu or call us at 1-800-123-4567.,Contact information for the admissions office
70.1,What is the best way to reach the admissions office?,You can reach the admissions office by emailing admissions@university.edu or calling 1-800-123-4567 for assistance.,Contact information for the admissions office
70.2,Can you provide the contact details for admissions?,Sure! You can contact the admissions office by email at admissions@university.edu or by phone at 1-800-123-4567.,Contact information for the admissions office
70.3,How do I get in touch with the admissions office?,"To get in touch with the admissions office, you can email admissions@university.edu or call us at 1-800-123-4567.",Contact information for the admissions office
70.4,What’s the contact information for the admissions office?,You can contact the admissions office at admissions@university.edu or call 1-800-123-4567 for inquiries.,Contact information for the admissions office
70.5,Is there a phone number for the admissions office?,You can reach the admissions office at 1-800-123-4567 or email us at admissions@university.edu for more information.,Contact information for the admissions office
71.0,What are the office hours for student services?,Student services are available Monday through Friday from 9 AM to 5 PM. You can also access some services online.,Office hours for student services
71.1,When is student services open?,"Student services are open Monday to Friday from 9 AM to 5 PM, with some services available online as well.",Office hours for student services
71.2,What times can I visit student services?,"Student services operate Monday through Friday, from 9 AM to 5 PM, and some services can be accessed online.",Office hours for student services
71.3,Are student services available on weekends?,Student services are available Monday through Friday from 9 AM to 5 PM; some services are accessible online.,Office hours for student services
71.4,What are the hours for student services?,"Our student services are available Monday to Friday from 9 AM to 5 PM. Additionally, some services can be accessed online.",Office hours for student services
71.5,Can I access student services outside of office hours?,"Student services are open Monday through Friday from 9 AM to 5 PM, with some online services available outside of those hours.",Office hours for student services
